Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TP","Crops and livestock products","54","Denmark","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","1453","","Official data"
"TP","Crops and livestock products","54","Denmark","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","2085","","Official data"
"TP","Crops and livestock products","54","Denmark","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","4222","","Official data"
"TP","Crops and livestock products","54","Denmark","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","1670","","Official data"
"TP","Crops and livestock products","72","Djibouti","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","16953","*","Unofficial figure"
"TP","Crops and livestock products","72","Djibouti","5622","Import Value","116","Potatoes","2017","2017","1000 US$","2722","*","Unofficial figure"
"TP","Crops and livestock products","72","Djibouti","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","1","R","Estimated data using trading partners database"
"TP","Crops and livestock products","72","Djibouti","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","5","R","Estimated data using trading partners database"
"TP","Crops and livestock products","55","Dominica","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","463","R","Estimated data using trading partners database"
"TP","Crops and livestock products","55","Dominica","5622","Import Value","116","Potatoes","2017","2017","1000 US$","288","R","Estimated data using trading partners database"
"TP","Crops and livestock products","55","Dominica","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","10","R","Estimated data using trading partners database"
"TP","Crops and livestock products","55","Dominica","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","15","R","Estimated data using trading partners database"
"TP","Crops and livestock products","56","Dominican Republic","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","11516","R","Estimated data using trading partners database"
"TP","Crops and livestock products","56","Dominican Republic","5622","Import Value","116","Potatoes","2017","2017","1000 US$","6208","R","Estimated data using trading partners database"
"TP","Crops and livestock products","56","Dominican Republic","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","1800","F","FAO estimate"
"TP","Crops and livestock products","56","Dominican Republic","5922","Export Value","116","Potatoes","2017","2017","1000 US$","623","","Official data"
"TP","Crops and livestock products","56","Dominican Republic","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","121","R","Estimated data using trading partners database"
"TP","Crops and livestock products","56","Dominican Republic","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","146","R","Estimated data using trading partners database"
"TP","Crops and livestock products","56","Dominican Republic","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","7199","R","Estimated data using trading partners database"
"TP","Crops and livestock products","56","Dominican Republic","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","7542","R","Estimated data using trading partners database"
"TP","Crops and livestock products","58","Ecuador","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","369","","Official data"
"TP","Crops and livestock products","58","Ecuador","5922","Export Value","116","Potatoes","2017","2017","1000 US$","368","","Official data"
"TP","Crops and livestock products","58","Ecuador","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","767","","Official data"
"TP","Crops and livestock products","58","Ecuador","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","134","","Official data"
"TP","Crops and livestock products","59","Egypt","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","152753","*","Unofficial figure"
"TP","Crops and livestock products","59","Egypt","5622","Import Value","116","Potatoes","2017","2017","1000 US$","85734","","Official data"
"TP","Crops and livestock products","59","Egypt","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","671287","*","Unofficial figure"
"TP","Crops and livestock products","59","Egypt","5922","Export Value","116","Potatoes","2017","2017","1000 US$","272730","","Official data"
"TP","Crops and livestock products","59","Egypt","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","0","","Official data"
"TP","Crops and livestock products","59","Egypt","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","0","","Official data"
"TP","Crops and livestock products","59","Egypt","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","13593","*","Unofficial figure"
"TP","Crops and livestock products","59","Egypt","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","16838","","Official data"
"TP","Crops and livestock products","60","El Salvador","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","79545","","Official data"
"TP","Crops and livestock products","60","El Salvador","5622","Import Value","116","Potatoes","2017","2017","1000 US$","7033","","Official data"
"TP","Crops and livestock products","60","El Salvador","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","3","","Official data"
"TP","Crops and livestock products","60","El Salvador","5922","Export Value","116","Potatoes","2017","2017","1000 US$","5","","Official data"
"TP","Crops and livestock products","60","El Salvador","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","296","","Official data"
"TP","Crops and livestock products","60","El Salvador","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","42","","Official data"
"TP","Crops and livestock products","60","El Salvador","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","0","","Official data"
"TP","Crops and livestock products","60","El Salvador","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","1","","Official data"
"TP","Crops and livestock products","61","Equatorial Guinea","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","149","R","Estimated data using trading partners database"
"TP","Crops and livestock products","61","Equatorial Guinea","5622","Import Value","116","Potatoes","2017","2017","1000 US$","94","R","Estimated data using trading partners database"
"TP","Crops and livestock products","61","Equatorial Guinea","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","1","*","Unofficial figure"
"TP","Crops and livestock products","61","Equatorial Guinea","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","1","*","Unofficial figure"
"TP","Crops and livestock products","178","Eritrea","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","12","*","Unofficial figure"
"TP","Crops and livestock products","178","Eritrea","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","0","*","Unofficial figure"
"TP","Crops and livestock products","63","Estonia","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","7955","","Official data"
"TP","Crops and livestock products","63","Estonia","5622","Import Value","116","Potatoes","2017","2017","1000 US$","2403","","Official data"
"TP","Crops and livestock products","63","Estonia","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","754","","Official data"
"TP","Crops and livestock products","63","Estonia","5922","Export Value","116","Potatoes","2017","2017","1000 US$","174","","Official data"
"TP","Crops and livestock products","63","Estonia","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","300","","Official data"
"TP","Crops and livestock products","63","Estonia","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","333","","Official data"
"TP","Crops and livestock products","63","Estonia","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","11","","Official data"
"TP","Crops and livestock products","63","Estonia","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","38","","Official data"
"TP","Crops and livestock products","209","Eswatini","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","10550","","Official data"
"TP","Crops and livestock products","209","Eswatini","5622","Import Value","116","Potatoes","2017","2017","1000 US$","1773","","Official data"
"TP","Crops and livestock products","209","Eswatini","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","39","","Official data"
"TP","Crops and livestock products","209","Eswatini","5922","Export Value","116","Potatoes","2017","2017","1000 US$","8","","Official data"
"TP","Crops and livestock products","209","Eswatini","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","20","","Official data"
"TP","Crops and livestock products","209","Eswatini","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","23","","Official data"
"TP","Crops and livestock products","209","Eswatini","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","14","","Official data"
"TP","Crops and livestock products","209","Eswatini","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","8","","Official data"
"TP","Crops and livestock products","238","Ethiopia","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","3","*","Unofficial figure"
"TP","Crops and livestock products","238","Ethiopia","5622","Import Value","116","Potatoes","2017","2017","1000 US$","10","*","Unofficial figure"
"TP","Crops and livestock products","238","Ethiopia","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","89193","*","Unofficial figure"
"TP","Crops and livestock products","238","Ethiopia","5922","Export Value","116","Potatoes","2017","2017","1000 US$","23947","*","Unofficial figure"
"TP","Crops and livestock products","238","Ethiopia","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","238","Ethiopia","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","0","*","Unofficial figure"
"TP","Crops and livestock products","65","Falkland Islands (Malvinas)","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","78","R","Estimated data using trading partners database"
"TP","Crops and livestock products","65","Falkland Islands (Malvinas)","5622","Import Value","116","Potatoes","2017","2017","1000 US$","91","R","Estimated data using trading partners database"
"TP","Crops and livestock products","64","Faroe Islands","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","1736","R","Estimated data using trading partners database"
"TP","Crops and livestock products","64","Faroe Islands","5622","Import Value","116","Potatoes","2017","2017","1000 US$","1266","R","Estimated data using trading partners database"
"TP","Crops and livestock products","64","Faroe Islands","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","64","Faroe Islands","5922","Export Value","116","Potatoes","2017","2017","1000 US$","0","*","Unofficial figure"
"TP","Crops and livestock products","64","Faroe Islands","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","7","R","Estimated data using trading partners database"
"TP","Crops and livestock products","64","Faroe Islands","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","25","R","Estimated data using trading partners database"
"TP","Crops and livestock products","66","Fiji","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","22070","","Official data"
"TP","Crops and livestock products","66","Fiji","5622","Import Value","116","Potatoes","2017","2017","1000 US$","16510","","Official data"
"TP","Crops and livestock products","66","Fiji","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","21","","Official data"
"TP","Crops and livestock products","66","Fiji","5922","Export Value","116","Potatoes","2017","2017","1000 US$","26","","Official data"
"TP","Crops and livestock products","66","Fiji","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","0","","Official data"
"TP","Crops and livestock products","66","Fiji","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","0","","Official data"
"TP","Crops and livestock products","66","Fiji","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","1","","Official data"
"TP","Crops and livestock products","66","Fiji","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","2","","Official data"
"TP","Crops and livestock products","67","Finland","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","11501","","Official data"
"TP","Crops and livestock products","67","Finland","5622","Import Value","116","Potatoes","2017","2017","1000 US$","7284","","Official data"
"TP","Crops and livestock products","67","Finland","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","7814","","Official data"
"TP","Crops and livestock products","67","Finland","5922","Export Value","116","Potatoes","2017","2017","1000 US$","4503","","Official data"
"TP","Crops and livestock products","67","Finland","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","5499","","Official data"
"TP","Crops and livestock products","67","Finland","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","7960","","Official data"
"TP","Crops and livestock products","67","Finland","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","3","","Official data"
"TP","Crops and livestock products","67","Finland","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","10","","Official data"
"TP","Crops and livestock products","68","France","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","431551","","Official data"
"TP","Crops and livestock products","68","France","5622","Import Value","116","Potatoes","2017","2017","1000 US$","135757","","Official data"
"TP","Crops and livestock products","68","France","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","2038305","","Official data"
"TP","Crops and livestock products","68","France","5922","Export Value","116","Potatoes","2017","2017","1000 US$","594729","","Official data"
"TP","Crops and livestock products","68","France","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","47339","","Official data"
"TP","Crops and livestock products","68","France","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","39933","","Official data"
"TP","Crops and livestock products","68","France","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","4127","","Official data"
"TP","Crops and livestock products","68","France","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","5183","","Official data"
"TP","Crops and livestock products","70","French Polynesia","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","1999","R","Estimated data using trading partners database"
"TP","Crops and livestock products","70","French Polynesia","5622","Import Value","116","Potatoes","2017","2017","1000 US$","1821","R","Estimated data using trading partners database"
"TP","Crops and livestock products","70","French Polynesia","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","2","R","Estimated data using trading partners database"
"TP","Crops and livestock products","70","French Polynesia","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","14","R","Estimated data using trading partners database"
"TP","Crops and livestock products","74","Gabon","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","987","R","Estimated data using trading partners database"
"TP","Crops and livestock products","74","Gabon","5622","Import Value","116","Potatoes","2017","2017","1000 US$","490","R","Estimated data using trading partners database"
"TP","Crops and livestock products","74","Gabon","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","5","*","Unofficial figure"
"TP","Crops and livestock products","74","Gabon","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","2","*","Unofficial figure"
"TP","Crops and livestock products","75","Gambia","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","3089","","Official data"
"TP","Crops and livestock products","75","Gambia","5622","Import Value","116","Potatoes","2017","2017","1000 US$","614","","Official data"
"TP","Crops and livestock products","75","Gambia","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","166","","Official data"
"TP","Crops and livestock products","75","Gambia","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","43","","Official data"
"TP","Crops and livestock products","73","Georgia","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","15470","","Official data"
"TP","Crops and livestock products","73","Georgia","5622","Import Value","116","Potatoes","2017","2017","1000 US$","2340","","Official data"
"TP","Crops and livestock products","73","Georgia","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","36278","","Official data"
"TP","Crops and livestock products","73","Georgia","5922","Export Value","116","Potatoes","2017","2017","1000 US$","5227","","Official data"
"TP","Crops and livestock products","73","Georgia","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","21","","Official data"
"TP","Crops and livestock products","73","Georgia","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","33","","Official data"
"TP","Crops and livestock products","73","Georgia","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","2","","Official data"
"TP","Crops and livestock products","73","Georgia","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","4","","Official data"
"TP","Crops and livestock products","79","Germany","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","607067","","Official data"
"TP","Crops and livestock products","79","Germany","5622","Import Value","116","Potatoes","2017","2017","1000 US$","246117","","Official data"
"TP","Crops and livestock products","79","Germany","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","1995553","","Official data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","116","Potatoes","2017","2017","1000 US$","393978","","Official data"
"TP","Crops and livestock products","79","Germany","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","32152","","Official data"
"TP","Crops and livestock products","79","Germany","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","42324","","Official data"
"TP","Crops and livestock products","79","Germany","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","3047","","Official data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","5117","","Official data"
"TP","Crops and livestock products","81","Ghana","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","1512","","Official data"
"TP","Crops and livestock products","81","Ghana","5622","Import Value","116","Potatoes","2017","2017","1000 US$","436","","Official data"
"TP","Crops and livestock products","81","Ghana","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","1","","Official data"
"TP","Crops and livestock products","81","Ghana","5922","Export Value","116","Potatoes","2017","2017","1000 US$","1","","Official data"
"TP","Crops and livestock products","81","Ghana","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","19","","Official data"
"TP","Crops and livestock products","81","Ghana","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","8","","Official data"
"TP","Crops and livestock products","81","Ghana","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","53","","Official data"
"TP","Crops and livestock products","81","Ghana","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","26","","Official data"
"TP","Crops and livestock products","84","Greece","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","178745","","Official data"
"TP","Crops and livestock products","84","Greece","5622","Import Value","116","Potatoes","2017","2017","1000 US$","75056","","Official data"
"TP","Crops and livestock products","84","Greece","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","38910","","Official data"
"TP","Crops and livestock products","84","Greece","5922","Export Value","116","Potatoes","2017","2017","1000 US$","13728","","Official data"
"TP","Crops and livestock products","84","Greece","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","873","","Official data"
"TP","Crops and livestock products","84","Greece","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","1080","","Official data"
"TP","Crops and livestock products","84","Greece","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","23","","Official data"
"TP","Crops and livestock products","84","Greece","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","15","","Official data"
"TP","Crops and livestock products","86","Grenada","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","1066","R","Estimated data using trading partners database"
"TP","Crops and livestock products","86","Grenada","5622","Import Value","116","Potatoes","2017","2017","1000 US$","691","R","Estimated data using trading partners database"
"TP","Crops and livestock products","86","Grenada","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","1","*","Unofficial figure"
"TP","Crops and livestock products","86","Grenada","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","0","*","Unofficial figure"
"TP","Crops and livestock products","86","Grenada","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","6","R","Estimated data using trading partners database"
"TP","Crops and livestock products","86","Grenada","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","13","R","Estimated data using trading partners database"
"TP","Crops and livestock products","88","Guam","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","0","R","Estimated data using trading partners database"
"TP","Crops and livestock products","88","Guam","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","2","R","Estimated data using trading partners database"
"TP","Crops and livestock products","89","Guatemala","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","6625","","Official data"
"TP","Crops and livestock products","89","Guatemala","5622","Import Value","116","Potatoes","2017","2017","1000 US$","4319","","Official data"
"TP","Crops and livestock products","89","Guatemala","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","78243","","Official data"
"TP","Crops and livestock products","89","Guatemala","5922","Export Value","116","Potatoes","2017","2017","1000 US$","5281","","Official data"
"TP","Crops and livestock products","89","Guatemala","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","26","","Official data"
"TP","Crops and livestock products","89","Guatemala","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","30","","Official data"
"TP","Crops and livestock products","89","Guatemala","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","445","","Official data"
"TP","Crops and livestock products","89","Guatemala","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","152","","Official data"
"TP","Crops and livestock products","90","Guinea","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","3919","R","Estimated data using trading partners database"
"TP","Crops and livestock products","90","Guinea","5622","Import Value","116","Potatoes","2017","2017","1000 US$","1827","R","Estimated data using trading partners database"
"TP","Crops and livestock products","175","Guinea-Bissau","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","1650","R","Estimated data using trading partners database"
"TP","Crops and livestock products","175","Guinea-Bissau","5622","Import Value","116","Potatoes","2017","2017","1000 US$","542","R","Estimated data using trading partners database"
"TP","Crops and livestock products","91","Guyana","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","10190","","Official data"
"TP","Crops and livestock products","91","Guyana","5622","Import Value","116","Potatoes","2017","2017","1000 US$","3332","","Official data"
"TP","Crops and livestock products","91","Guyana","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","1","","Official data"
"TP","Crops and livestock products","91","Guyana","5922","Export Value","116","Potatoes","2017","2017","1000 US$","0","","Official data"
"TP","Crops and livestock products","91","Guyana","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","0","","Official data"
"TP","Crops and livestock products","91","Guyana","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","0","","Official data"
"TP","Crops and livestock products","91","Guyana","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","4","","Official data"
"TP","Crops and livestock products","91","Guyana","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","4","","Official data"
"TP","Crops and livestock products","93","Haiti","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","100","R","Estimated data using trading partners database"
"TP","Crops and livestock products","93","Haiti","5622","Import Value","116","Potatoes","2017","2017","1000 US$","78","R","Estimated data using trading partners database"
"TP","Crops and livestock products","95","Honduras","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","11492","","Official data"
"TP","Crops and livestock products","95","Honduras","5622","Import Value","116","Potatoes","2017","2017","1000 US$","7839","","Official data"
"TP","Crops and livestock products","95","Honduras","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","239","","Official data"
"TP","Crops and livestock products","95","Honduras","5922","Export Value","116","Potatoes","2017","2017","1000 US$","70","","Official data"
"TP","Crops and livestock products","95","Honduras","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","6","","Official data"
"TP","Crops and livestock products","95","Honduras","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","4","","Official data"
"TP","Crops and livestock products","95","Honduras","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","14816","","Official data"
"TP","Crops and livestock products","95","Honduras","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","10125","","Official data"
"TP","Crops and livestock products","97","Hungary","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","29884","","Official data"
"TP","Crops and livestock products","97","Hungary","5622","Import Value","116","Potatoes","2017","2017","1000 US$","12677","","Official data"
"TP","Crops and livestock products","97","Hungary","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","10017","","Official data"
"TP","Crops and livestock products","97","Hungary","5922","Export Value","116","Potatoes","2017","2017","1000 US$","3193","","Official data"
"TP","Crops and livestock products","97","Hungary","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","1707","","Official data"
"TP","Crops and livestock products","97","Hungary","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","1889","","Official data"
"TP","Crops and livestock products","97","Hungary","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","129","","Official data"
"TP","Crops and livestock products","97","Hungary","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","174","","Official data"
"TP","Crops and livestock products","99","Iceland","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","1933","","Official data"
"TP","Crops and livestock products","99","Iceland","5622","Import Value","116","Potatoes","2017","2017","1000 US$","1611","","Official data"
"TP","Crops and livestock products","99","Iceland","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","2","","Official data"
"TP","Crops and livestock products","99","Iceland","5922","Export Value","116","Potatoes","2017","2017","1000 US$","4","","Official data"
"TP","Crops and livestock products","99","Iceland","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","1668","","Official data"
"TP","Crops and livestock products","99","Iceland","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","1760","","Official data"
"TP","Crops and livestock products","100","India","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","458","","Official data"
"TP","Crops and livestock products","100","India","5622","Import Value","116","Potatoes","2017","2017","1000 US$","139","","Official data"
"TP","Crops and livestock products","100","India","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","339481","","Official data"
"TP","Crops and livestock products","100","India","5922","Export Value","116","Potatoes","2017","2017","1000 US$","59922","","Official data"
"TP","Crops and livestock products","100","India","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","371","","Official data"
"TP","Crops and livestock products","100","India","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","172","","Official data"
"TP","Crops and livestock products","101","Indonesia","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","63162","","Official data"
"TP","Crops and livestock products","101","Indonesia","5622","Import Value","116","Potatoes","2017","2017","1000 US$","32024","","Official data"
"TP","Crops and livestock products","101","Indonesia","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","5925","Im","FAO data based on imputation methodology"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","116","Potatoes","2017","2017","1000 US$","2894","","Official data"
"TP","Crops and livestock products","101","Indonesia","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","20","","Official data"
"TP","Crops and livestock products","101","Indonesia","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","25","","Official data"
"TP","Crops and livestock products","101","Indonesia","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","10588","Im","FAO data based on imputation methodology"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","10285","","Official data"
"TP","Crops and livestock products","102","Iran (Islamic Republic of)","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","876","","Official data"
"TP","Crops and livestock products","102","Iran (Islamic Republic of)","5622","Import Value","116","Potatoes","2017","2017","1000 US$","1634","","Official data"
"TP","Crops and livestock products","102","Iran (Islamic Republic of)","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","512954","","Official data"
"TP","Crops and livestock products","102","Iran (Islamic Republic of)","5922","Export Value","116","Potatoes","2017","2017","1000 US$","144335","","Official data"
"TP","Crops and livestock products","102","Iran (Islamic Republic of)","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","570","","Official data"
"TP","Crops and livestock products","102","Iran (Islamic Republic of)","5922","Export Value","122","Sweet potatoes","2017","2017","1000 US$","132","","Official data"
"TP","Crops and livestock products","103","Iraq","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","383907","R","Estimated data using trading partners database"
"TP","Crops and livestock products","103","Iraq","5622","Import Value","116","Potatoes","2017","2017","1000 US$","114882","R","Estimated data using trading partners database"
"TP","Crops and livestock products","103","Iraq","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","1","*","Unofficial figure"
"TP","Crops and livestock products","103","Iraq","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","1","*","Unofficial figure"
"TP","Crops and livestock products","104","Ireland","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","71388","","Official data"
"TP","Crops and livestock products","104","Ireland","5622","Import Value","116","Potatoes","2017","2017","1000 US$","38809","","Official data"
"TP","Crops and livestock products","104","Ireland","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","2900","","Official data"
"TP","Crops and livestock products","104","Ireland","5922","Export Value","116","Potatoes","2017","2017","1000 US$","1989","","Official data"
"TP","Crops and livestock products","104","Ireland","5610","Import Quantity","122","Sweet potatoes","2017","2017","tonnes","7451","","Official data"
"TP","Crops and livestock products","104","Ireland","5622","Import Value","122","Sweet potatoes","2017","2017","1000 US$","6062","","Official data"
"TP","Crops and livestock products","104","Ireland","5910","Export Quantity","122","Sweet potatoes","2017","2017","tonnes","63","","Official data"
